character,language,reading,usage,word_example,is_default_for_display,source,source_property,review_status
去,zh-Hant-TW,qū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
三,yue-HK,saam1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
三,yue-HK,saam3,"mandarin-mapping:sān,sàn",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
三,zh-Hant-TW,sān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
二,yue-HK,ji6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
二,zh-Hant-TW,èr,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
為,yue-HK,wai4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
為,yue-HK,wai6,mandarin-mapping:wèi,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
為,zh-Hant-TW,wèi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
為,zh-Hant-TW,wéi,attested-count:2433,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
可,yue-HK,ho2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
可,yue-HK,hak1,mandarin-mapping:kè,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
可,zh-Hant-TW,kě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
可,zh-Hant-TW,gē,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
可,zh-Hant-TW,kè,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
讀,yue-HK,duk6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
讀,yue-HK,dau6,mandarin-mapping:dòu,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
讀,zh-Hant-TW,dú,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
讀,zh-Hant-TW,dòu,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
起,yue-HK,hei2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
起,zh-Hant-TW,qǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
寫,yue-HK,se2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
寫,zh-Hant-TW,xiě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
寫,zh-Hant-TW,xiè,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
幾,yue-HK,gei2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
幾,yue-HK,gei1,mandarin-mapping:jī,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
幾,zh-Hant-TW,jǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
幾,zh-Hant-TW,jī,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
幾,zh-Hant-TW,jì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
幾,zh-Hant-TW,qí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
做,yue-HK,zou6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
做,zh-Hant-TW,zuò,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
十,yue-HK,sap6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
十,zh-Hant-TW,shí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
第,yue-HK,dai6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
第,zh-Hant-TW,dì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
好,yue-HK,hou2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
好,yue-HK,hou3,mandarin-mapping:hào,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
好,zh-Hant-TW,hǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
好,zh-Hant-TW,hāo,attested-count:142,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
好,zh-Hant-TW,hào,attested-count:115,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
動,yue-HK,dung6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
動,zh-Hant-TW,dòng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
作,yue-HK,zok3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
作,zh-Hant-TW,zuò,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
作,zh-Hant-TW,zuō,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
作,zh-Hant-TW,zuó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
家,yue-HK,gaa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
家,yue-HK,gaa3,mandarin-mapping:jie,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
家,yue-HK,gu1,mandarin-mapping:gū,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
家,zh-Hant-TW,jiā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
家,zh-Hant-TW,jia,attested-count:461,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
家,zh-Hant-TW,jià,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
家,zh-Hant-TW,jie,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
家,zh-Hant-TW,gū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
比,yue-HK,bei2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
比,yue-HK,bei6,"mandarin-mapping:bǐ,bì",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
比,zh-Hant-TW,bǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
比,zh-Hant-TW,bì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
比,zh-Hant-TW,pí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
比,zh-Hant-TW,pǐ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
後,yue-HK,hau6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
後,zh-Hant-TW,hòu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
還,yue-HK,waan4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
還,zh-Hant-TW,hái,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
還,zh-Hant-TW,huán,attested-count:103,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
還,zh-Hant-TW,xuán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
過,yue-HK,gwo3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
過,yue-HK,gwo1,mandarin-mapping:guō,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
過,zh-Hant-TW,guò,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
過,zh-Hant-TW,guo,attested-count:1222,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
過,zh-Hant-TW,guō,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
過,zh-Hant-TW,huò,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
位,yue-HK,wai6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
位,zh-Hant-TW,wèi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
位,zh-Hant-TW,lì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
水,yue-HK,seoi2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
水,zh-Hant-TW,shuǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
行,yue-HK,hang4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
行,yue-HK,hang6,"mandarin-mapping:xíng,xìng",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
行,yue-HK,hong4,mandarin-mapping:háng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
行,zh-Hant-TW,xíng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
行,zh-Hant-TW,háng,attested-count:218,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
行,zh-Hant-TW,xìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
行,zh-Hant-TW,hàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
行,zh-Hant-TW,héng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
能,yue-HK,nang4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
能,zh-Hant-TW,néng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
能,zh-Hant-TW,tái,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
能,zh-Hant-TW,nái,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
能,zh-Hant-TW,nài,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
能,zh-Hant-TW,xióng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
它,yue-HK,taa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
它,yue-HK,to1,"mandarin-mapping:tā,tuō",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
它,zh-Hant-TW,tā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
它,zh-Hant-TW,tuó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
它,zh-Hant-TW,yí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
題,yue-HK,tai4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
題,zh-Hant-TW,tí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
題,zh-Hant-TW,dì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
平,yue-HK,ping4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
平,zh-Hant-TW,píng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
平,zh-Hant-TW,pián,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
平,zh-Hant-TW,bìng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
平,zh-Hant-TW,bēng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
計,yue-HK,gai3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
計,zh-Hant-TW,jì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
計,zh-Hant-TW,ji,attested-count:58,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
各,yue-HK,gok3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
各,zh-Hant-TW,gè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
各,zh-Hant-TW,gě,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
練,yue-HK,lin6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
練,zh-Hant-TW,liàn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
那,yue-HK,naa5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
那,yue-HK,naa1,mandarin-mapping:nā,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
那,zh-Hant-TW,nà,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
那,zh-Hant-TW,nuó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,nuò,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,nèi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,nǎ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,něi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,né,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
那,zh-Hant-TW,nā,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
體,yue-HK,tai2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
體,zh-Hant-TW,tǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
體,zh-Hant-TW,tī,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
文,yue-HK,man4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
文,yue-HK,man6,"mandarin-mapping:wén,wèn",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
文,zh-Hant-TW,wén,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
自,yue-HK,zi6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
自,zh-Hant-TW,zì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
曲,yue-HK,kuk1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
曲,zh-Hant-TW,qū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
曲,zh-Hant-TW,qǔ,attested-count:46,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
法,yue-HK,faat3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
法,zh-Hant-TW,fǎ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
法,zh-Hant-TW,fa,attested-count:130,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
也,yue-HK,jaa5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
也,zh-Hant-TW,yě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
也,zh-Hant-TW,yí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
形,yue-HK,jing4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
形,zh-Hant-TW,xíng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
形,zh-Hant-TW,xing,attested-count:101,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
會,yue-HK,wui6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
會,yue-HK,wui2,mandarin-mapping:huì,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
會,yue-HK,wui5,mandarin-mapping:huì,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
會,yue-HK,kui2,mandarin-mapping:kuài,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
會,zh-Hant-TW,huì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
會,zh-Hant-TW,kuài,attested-count:9,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
會,zh-Hant-TW,kuò,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
種,yue-HK,zung2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
種,yue-HK,zung3,mandarin-mapping:zhòng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
種,zh-Hant-TW,zhǒng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
種,zh-Hant-TW,zhòng,attested-count:285,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
種,zh-Hant-TW,chóng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
課,yue-HK,fo3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
課,zh-Hant-TW,kè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
聽,yue-HK,ting1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
聽,yue-HK,teng1,mandarin-mapping:tīng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
聽,yue-HK,ting3,"mandarin-mapping:tīng,tìng",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
聽,zh-Hant-TW,tīng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
聽,zh-Hant-TW,ting,attested-count:48,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
從,yue-HK,cung4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
從,yue-HK,sung1,mandarin-mapping:cōng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
從,yue-HK,zung1,"mandarin-mapping:zòng,zōng",,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
從,zh-Hant-TW,cóng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
從,zh-Hant-TW,cōng,attested-count:25,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
從,zh-Hant-TW,zòng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
從,zh-Hant-TW,zōng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
從,zh-Hant-TW,zǒng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
高,yue-HK,gou1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
高,zh-Hant-TW,gāo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
高,zh-Hant-TW,gào,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
歌,yue-HK,go1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
歌,zh-Hant-TW,gē,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
歌,zh-Hant-TW,ge,attested-count:11,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
表,yue-HK,biu2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
表,zh-Hant-TW,biǎo,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
邊,yue-HK,bin1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
邊,zh-Hant-TW,biān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
邊,zh-Hant-TW,bian,attested-count:356,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
克,yue-HK,hak1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
克,zh-Hant-TW,kè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
都,yue-HK,dou1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
都,zh-Hant-TW,dōu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
都,zh-Hant-TW,dū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
對,yue-HK,deoi3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
對,zh-Hant-TW,duì,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
習,yue-HK,zaap6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
習,zh-Hant-TW,xí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
怎,yue-HK,zam2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
怎,zh-Hant-TW,zěn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
兒,yue-HK,ji4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
兒,zh-Hant-TW,ér,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
兒,zh-Hant-TW,r,attested-count:3254,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
兒,zh-Hant-TW,ní,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
又,yue-HK,jau6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
又,zh-Hant-TW,yòu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
花,yue-HK,faa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
