character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
布,U+5E03,5E03,true,2007 (online edition accessed 2026-07-28),,382,0.0005473987,top-500,,379,0.9211678832,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,KLB,KB,3,3,K,B,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,50,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,"cotton cloth, textiles, linen",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-K,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
選,U+9078,9078,true,2007 (online edition accessed 2026-07-28),,383,0.0005460268,top-500,,380,0.9209593326,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,YRUC,YC,4,4,Y,C,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,162,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"choose, select; elect; election",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
備,U+5099,5099,true,2007 (online edition accessed 2026-07-28),,384,0.0005432829,top-500,,381,0.9207507821,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OTHB,OB,4,4,O,B,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,9,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"prepare, ready, perfect",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
代,U+4EE3,4EE3,true,2007 (online edition accessed 2026-07-28),,385,0.000541911,top-500,,382,0.9205422315,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OIP,OP,3,3,O,P,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,9,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,"replace, replacement (of person or generation); era, generation",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
程,U+7A0B,7A0B,true,2007 (online edition accessed 2026-07-28),,386,0.0005405391,top-500,,383,0.9203336809,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HDRHG,HG,5,5,H,G,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,115,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"journey, trip; schedule, agenda",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
據,U+64DA,64DA,true,2007 (online edition accessed 2026-07-28),,387,0.0005405391,top-500,,384,0.9201251303,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,QYPO,QO,4,4,Q,O,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"to occupy, take possession of; a base",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
無,U+7121,7121,true,2007 (online edition accessed 2026-07-28),,388,0.0005377952,top-500,,385,0.9199165798,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OTF,OF,3,3,O,F,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,86,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"negative, no, not; lack, have no",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
半,U+534A,534A,true,2007 (online edition accessed 2026-07-28),,389,0.0005364233,top-500,,386,0.9197080292,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,FQ,FQ,2,2,F,Q,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,24,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,half,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-F,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
林,U+6797,6797,true,2007 (online edition accessed 2026-07-28),,390,0.0005350514,top-500,,387,0.9194994786,edb-eligible-then-moe-corpus-order-v1,moe-character-00381-00390,tier-1-moe-top-500,moe-rank-bands-v1,,,,,DD,DD,2,2,D,D,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,75,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"forest, grove; surname",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-D,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
處,U+8655,8655,true,2007 (online edition accessed 2026-07-28),,391,0.0005350514,top-500,,388,0.9192909281,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,YPHEN,YN,5,5,Y,N,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,141,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"place, locale; department",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
八,U+516B,516B,true,2007 (online edition accessed 2026-07-28),,392,0.0005336794,top-500,,389,0.9190823775,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HO,HO,2,2,H,O,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,12,2,unknown,,,,,1,total-stroke-count-proxy-v1,low,"eight; all around, all sides",,unreviewed,numbers,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
找,U+627E,627E,true,2007 (online edition accessed 2026-07-28),,393,0.0005336794,top-500,,390,0.9188738269,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,QI,QI,2,2,Q,I,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,64,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"search, seek, look for; find",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
木,U+6728,6728,true,2007 (online edition accessed 2026-07-28),,394,0.0005323075,top-500,,391,0.9186652763,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,D,D,1,1,D,D,1,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,75,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"tree; wood, lumber; wooden",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-D,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
石,U+77F3,77F3,true,2007 (online edition accessed 2026-07-28),,395,0.0005323075,top-500,,392,0.9184567258,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,MR,MR,2,2,M,R,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,112,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,"stone, rock, mineral; Kangxi radical 112",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
金,U+91D1,91D1,true,2007 (online edition accessed 2026-07-28),,396,0.0005309356,top-500,,393,0.9182481752,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,C,C,1,1,C,C,1,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,167,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,gold; metals in general; money; Kangxi radical 167,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-C,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
剩,U+5269,5269,true,2007 (online edition accessed 2026-07-28),,397,0.0005309356,top-500,,394,0.9180396246,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HPLN,HN,4,4,H,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,18,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"leftovers, residue, remains",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
熱,U+71B1,71B1,true,2007 (online edition accessed 2026-07-28),,398,0.0005295636,top-500,,395,0.917831074,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,GIF,GF,3,3,G,F,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,86,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,hot; heat; fever; restless; zeal,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-G,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
囉,U+56C9,56C9,true,2007 (online edition accessed 2026-07-28),,399,0.0005295636,top-500,,396,0.9176225235,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,RWLG,RG,4,4,R,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,22,unknown,,,,,4,total-stroke-count-proxy-v1,low,"exclamatory final particle, nag",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-R,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
命,U+547D,547D,true,2007 (online edition accessed 2026-07-28),,400,0.0005281917,top-500,,397,0.9174139729,edb-eligible-then-moe-corpus-order-v1,moe-character-00391-00400,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OMRL,OL,4,4,O,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"life; destiny, fate, luck; an order, instruction",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
倒,U+5012,5012,true,2007 (online edition accessed 2026-07-28),,401,0.0005254479,top-500,,398,0.9172054223,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OMGN,ON,4,4,O,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,9,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,fall over; lie down; take turns,,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
造,U+9020,9020,true,2007 (online edition accessed 2026-07-28),,402,0.0005254479,top-500,,399,0.9169968717,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,YHGR,YR,4,4,Y,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,162,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"construct, build, make, begin; prepare",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
器,U+5668,5668,true,2007 (online edition accessed 2026-07-28),,403,0.0005254479,top-500,,400,0.9167883212,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,RRIKR,RR,5,5,R,R,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"receptacle, vessel; instrument",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-R,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
特,U+7279,7279,true,2007 (online edition accessed 2026-07-28),,404,0.0005240759,top-500,,401,0.9165797706,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HQGDI,HI,5,5,H,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,93,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"special, unique, distinguished",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
收,U+6536,6536,true,2007 (online edition accessed 2026-07-28),,405,0.0005213321,top-500,,402,0.91637122,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,VLOK,VK,4,4,V,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,66,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,"gather together, collect; harvest",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
改,U+6539,6539,true,2007 (online edition accessed 2026-07-28),,406,0.0005213321,top-500,,403,0.9161626694,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,SUOK,SK,4,4,S,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,66,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"change, alter; improve, remodel",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
筆,U+7B46,7B46,true,2007 (online edition accessed 2026-07-28),,407,0.0005199602,top-500,,404,0.9159541189,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HLQ,HQ,3,3,H,Q,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,118,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,writing brush; write; stroke,,unreviewed,education,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
教,U+6559,6559,true,2007 (online edition accessed 2026-07-28),,408,0.0005185882,top-500,,405,0.9157455683,edb-eligible-then-moe-corpus-order-v1,moe-character-00401-00410,tier-1-moe-top-500,moe-rank-bands-v1,,,,,JDOK,JK,4,4,J,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,66,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"teach, class",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-J,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
