character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
吩,U+5429,5429,true,2007 (online edition accessed 2026-07-28),,2457,0.0000164631,top-2500,,2396,0.5005213764,edb-eligible-then-moe-corpus-order-v1,moe-character-02451-02460,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,RCSH,RH,4,4,R,H,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"order, command, instruct",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-R,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
址,U+5740,5740,true,2007 (online edition accessed 2026-07-28),,2458,0.0000164631,top-2500,,2397,0.5003128259,edb-eligible-then-moe-corpus-order-v1,moe-character-02451-02460,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,GYLM,GM,4,4,G,M,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,32,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"site, location, land for house",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-G,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
妒,U+5992,5992,true,2007 (online edition accessed 2026-07-28),,2459,0.0000164631,top-2500,,2398,0.5001042753,edb-eligible-then-moe-corpus-order-v1,moe-character-02451-02460,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,VHS,VS,3,3,V,S,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,38,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"jealous, envious",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
彤,U+5F64,5F64,true,2007 (online edition accessed 2026-07-28),,2460,0.0000164631,top-2500,,2399,0.4998957247,edb-eligible-then-moe-corpus-order-v1,moe-character-02451-02460,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,BYHHH,BH,5,5,B,H,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,59,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"red, vermilion",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
忌,U+5FCC,5FCC,true,2007 (online edition accessed 2026-07-28),,2461,0.0000164631,top-2500,,2400,0.4996871741,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SUP,SP,3,3,S,P,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,61,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"jealous, envious; fear",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
灼,U+707C,707C,true,2007 (online edition accessed 2026-07-28),,2462,0.0000164631,top-2500,,2401,0.4994786236,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,FPI,FI,3,3,F,I,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,86,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,burn; broil; cauterize; bright,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-F,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
帚,U+5E1A,5E1A,true,2007 (online edition accessed 2026-07-28),,2463,0.0000164631,top-2500,,2402,0.499270073,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SMBLB,SB,5,5,S,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,50,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"broom, broomstick",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
怡,U+6021,6021,true,2007 (online edition accessed 2026-07-28),,2464,0.0000164631,top-2500,,2403,0.4990615224,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,PIR,PR,3,3,P,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,61,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"harmony; pleasure, joy; be glad",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-P,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
拘,U+62D8,62D8,true,2007 (online edition accessed 2026-07-28),,2465,0.0000164631,top-2500,,2404,0.4988529718,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QPR,QR,3,3,Q,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,64,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"restrain, seize, detain",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
姥,U+59E5,59E5,true,2007 (online edition accessed 2026-07-28),,2466,0.0000164631,top-2500,,2405,0.4986444213,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,VJKP,VP,4,4,V,P,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,38,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,maternal grandmother; midwife,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
畏,U+754F,754F,true,2007 (online edition accessed 2026-07-28),,2467,0.0000164631,top-2500,,2406,0.4984358707,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,WMV,WV,3,3,W,V,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,102,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"fear, dread, awe, reverence",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-W,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
峻,U+5CFB,5CFB,true,2007 (online edition accessed 2026-07-28),,2468,0.0000164631,top-2500,,2407,0.4982273201,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,UICE,UE,4,4,U,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,46,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"high, steep, towering; stern",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-U,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
挪,U+632A,632A,true,2007 (online edition accessed 2026-07-28),,2469,0.0000164631,top-2500,,2408,0.4980187696,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QSQL,QL,4,4,Q,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"move, shift on one side",,unreviewed,numbers,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
浙,U+6D59,6D59,true,2007 (online edition accessed 2026-07-28),,2470,0.0000164631,top-2500,,2409,0.497810219,edb-eligible-then-moe-corpus-order-v1,moe-character-02461-02470,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EQHL,EL,4,4,E,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,Zhejiang province; river,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
蚊,U+868A,868A,true,2007 (online edition accessed 2026-07-28),,2471,0.0000164631,top-2500,,2410,0.4976016684,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LIYK,LK,4,4,L,K,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,142,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,mosquito; gnat,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
飢,U+98E2,98E2,true,2007 (online edition accessed 2026-07-28),,2472,0.0000164631,top-2500,,2411,0.4973931178,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,OIHN,ON,4,4,O,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,184,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"hunger, starving; hungry; a famine",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
屜,U+5C5C,5C5C,true,2007 (online edition accessed 2026-07-28),,2473,0.0000164631,top-2500,,2412,0.4971845673,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SHOT,ST,4,4,S,T,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,44,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,drawer; tray; pad; screen,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
棄,U+68C4,68C4,true,2007 (online edition accessed 2026-07-28),,2474,0.0000164631,top-2500,,2413,0.4969760167,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,YITD,YD,4,4,Y,D,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,75,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"reject, abandon, discard",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
淅,U+6DC5,6DC5,true,2007 (online edition accessed 2026-07-28),,2475,0.0000164631,top-2500,,2414,0.4967674661,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EDHL,EL,4,4,E,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,water used wash rice; to wash rice,,unreviewed,food,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
淘,U+6DD8,6DD8,true,2007 (online edition accessed 2026-07-28),,2476,0.0000164631,top-2500,,2415,0.4965589155,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EPOU,EU,4,4,E,U,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,wash in a sieve; weed out,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
眶,U+7736,7736,true,2007 (online edition accessed 2026-07-28),,2477,0.0000164631,top-2500,,2416,0.496350365,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,BUSMG,BG,5,5,B,G,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,109,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,eye socket; rim of eye,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
廊,U+5ECA,5ECA,true,2007 (online edition accessed 2026-07-28),,2478,0.0000164631,top-2500,,2417,0.4961418144,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,IIIL,IL,4,4,I,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,53,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"corridor, porch, veranda",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
揀,U+63C0,63C0,true,2007 (online edition accessed 2026-07-28),,2479,0.0000164631,top-2500,,2418,0.4959332638,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QDWF,QF,4,4,Q,F,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,choose; select; pick up; gather,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
歇,U+6B47,6B47,true,2007 (online edition accessed 2026-07-28),,2480,0.0000164631,top-2500,,2419,0.4957247132,edb-eligible-then-moe-corpus-order-v1,moe-character-02471-02480,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,AVNO,AO,4,4,A,O,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,76,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"rest, stop, lodge",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-A,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
殿,U+6BBF,6BBF,true,2007 (online edition accessed 2026-07-28),,2481,0.0000164631,top-2500,,2420,0.4955161627,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SCHNE,SE,5,5,S,E,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,79,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,hall; palace; temple,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
督,U+7763,7763,true,2007 (online edition accessed 2026-07-28),,2482,0.0000164631,top-2500,,2421,0.4953076121,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,YEBU,YU,4,4,Y,U,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,109,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"supervise, oversee, direct",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
羨,U+7FA8,7FA8,true,2007 (online edition accessed 2026-07-28),,2483,0.0000164631,top-2500,,2422,0.4950990615,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TGENO,TO,5,5,T,O,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,123,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"envy, admire; praise; covet",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
腹,U+8179,8179,true,2007 (online edition accessed 2026-07-28),,2484,0.0000164631,top-2500,,2423,0.4948905109,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,BOAE,BE,4,4,B,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,130,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"stomach, belly, abdomen; inside",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
董,U+8463,8463,true,2007 (online edition accessed 2026-07-28),,2485,0.0000164631,top-2500,,2424,0.4946819604,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,THJG,TG,4,4,T,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,140,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"direct, supervise; surname",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
馴,U+99B4,99B4,true,2007 (online edition accessed 2026-07-28),,2486,0.0000164631,top-2500,,2425,0.4944734098,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SFLLL,SL,5,5,S,L,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,187,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"tame, docile, obedient",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
嘉,U+5609,5609,true,2007 (online edition accessed 2026-07-28),,2487,0.0000164631,top-2500,,2426,0.4942648592,edb-eligible-then-moe-corpus-order-v1,moe-character-02481-02490,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,GRTR,GR,4,4,G,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,30,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,excellent; joyful; auspicious,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,0.5,inverse-selected-preferred-code-collision-count-v1,cangjie-G,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
