character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
菌,2170,2216,,true,菌,"mushroom; germ, microbe",general,TWHD,TD,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
菊,2171,2217,,true,菊,chrysanthemum,general,TPFD,TD,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
楓,2172,2218,,true,楓,maple tree,general,DHNI,DI,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
祿,2173,2219,,true,祿,"blessing, happiness, prosperity",general,IFVNE,IE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
腸,2174,2220,,true,腸,intestines; emotions; sausage,general,BAMH,BH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
慘,2175,2221,,true,慘,"sad, pitiful, wretched; cruel",general,PIIH,PH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
裹,2176,2222,,true,裹,"wrap, bind; encircle, confine",general,YWDV,YV,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
翩,2177,2223,,true,翩,"fly, flutter",general,HBSMM,HM,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
趟,2178,2224,,true,趟,"time, occasion; take journey",actions,GOFBR,GR,6,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
踐,2179,2225,,true,踐,"trample, tread upon, walk on",general,RMII,RI,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
醉,2180,2226,,true,醉,"intoxicated, drunk; addicted to",general,MWYOJ,MJ,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鴉,2181,2227,,true,鴉,"crow, raven; Corvus species (various)",general,MHHAF,MF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
彝,2182,2228,,true,彝,"Yi (nationality); tripod, wine vessel; rule",general,VMFFT,VT,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
濺,2183,2229,,true,濺,"sprinkle, spray; spill, splash",general,EBCI,EI,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鵬,2184,2230,,true,鵬,fabulous bird of enormous size,general,BBHF,BF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
籍,2185,2231,,true,籍,"record, register, list; census",general,HQDA,HA,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鶴,2186,2232,,true,鶴,crane; Grus species (various),general,JGHAF,JF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
髒,2187,2233,,true,髒,dirty; firm; fat,general,BBTMT,BT,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
廳,2188,2234,,true,廳,"hall, central room",general,ISGP,IP,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
驢,2189,2235,,true,驢,"donkey, ass",general,SFYPT,ST,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鬱,2190,2236,,true,鬱,"luxuriant; dense, thick; moody",general,DDBUH,DH,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
匡,2191,2238,,true,匡,"correct, restore, revise",general,SMG,SG,3,source-attested-unreviewed,⿷,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
巫,2192,2239,,true,巫,"wizard, sorcerer, witch, shaman",general,MOO,MO,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瀋,2193,2240,,true,瀋,"juice; liquid; water; leak, pour",nature,EJHW,EW,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
拂,2194,2241,,true,拂,"shake off, brush away; dust",general,QLLN,QN,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
咽,2195,2242,,true,咽,throat; pharynx,general,RWK,RK,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
咧,2196,2243,,true,咧,"stretch mouth, grimace, grin",general,RMNN,RN,8,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
垮,2197,2244,,true,垮,"be defeated, fail, collapse",general,GKMS,GS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
恨,2198,2245,,true,恨,"hatred, dislike; resent, hate",general,PAV,PV,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
洛,2199,2246,,true,洛,river in Shanxi province; city,general,EHER,ER,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
炭,2200,2247,,true,炭,charcoal; coal; carbon,general,UKF,UF,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
籽,2201,2248,,true,籽,"seed, pip, pit, stone",general,FDND,FD,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
俯,2202,2249,,true,俯,"bow down, face down, look down",general,OIOI,OI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
拳,2203,2250,,true,拳,fist; various forms of boxing,general,FQQ,FQ,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
桅,2204,2251,,true,桅,mast of ship,general,DNMU,DU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
浴,2205,2252,,true,浴,"bathe, wash; bath",general,ECOR,ER,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
耗,2206,2253,,true,耗,"consume, use up; waste, squander",general,QDHQU,QU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
茸,2207,2254,,true,茸,"soft, downy; buds, sprouts",general,TSJ,TJ,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
勘,2208,2255,,true,勘,investigate; compare; collate,general,TVKS,TS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
掘,2209,2256,,true,掘,"dig, excavate; excavate cave",general,QSUU,QU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
疏,2210,2257,,true,疏,"neglect; careless, lax",general,NMYIU,NU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
揭,2211,2258,,true,揭,"raise, lift up; surname",people,QAPV,QV,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
絡,2212,2259,,true,絡,"enmesh, wrap around; web, net",general,VFHER,VR,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
盟,2213,2260,,true,盟,"swear; oath, covenant, alliance",general,ABBT,AT,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
跪,2214,2261,,true,跪,kneel,general,RMNMU,RU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
徹,2215,2262,,true,徹,"penetrate, pervade; penetrating",general,HOYBK,HK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
膊,2216,2263,,true,膊,"shoulders, upper arms",general,BIBI,BI,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
濛,2217,2264,,true,濛,"drizzling, misty, raining",general,ETBO,EO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
隙,2218,2265,,true,隙,"crack, split, fissure; grudge",general,NLFAF,NF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
墜,2219,2266,,true,墜,"fall down, drop, sink, go to ruin",actions,NOG,NG,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
廚,2220,2267,,true,廚,kitchen; closet; cupboard,general,IGTI,II,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
慮,2221,2268,,true,慮,"be concerned, worry about",general,YPWP,YP,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
憂,2222,2269,,true,憂,"sad, grieved; grief, melancholy",general,MBPHE,ME,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
遷,2223,2270,,true,遷,"move, shift, change; transfer",general,YMWU,YU,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鋤,2224,2271,,true,鋤,hoe; eradicate,general,CBMS,CS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
冀,2225,2272,,true,冀,hope for; wish; Hebei province,general,LPWTC,LC,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
翰,2226,2273,,true,翰,"writing brush, pen, pencil",general,JJOSM,JM,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
擬,2227,2274,,true,擬,"draft; intend, plan, propose",general,QPKO,QO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
濘,2228,2275,,true,濘,"mud; miry, muddy, stagnant",general,EJPN,EN,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
虧,2229,2276,,true,虧,"lose, fail; damage; deficient",general,YGMMS,YS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
簧,2230,2277,,true,簧,reed of woodwind instrument,general,HTLC,HC,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
薩,2231,2278,,true,薩,"transliteration of 'sat' in 'bodhisattva,' etc.",general,TNLM,TM,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
襲,2232,2279,,true,襲,"raid, attack; inherit",general,YPYHV,YV,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
丫,2233,2282,,true,丫,forked; bifurcation,general,CL,CL,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
冉,2234,2283,,true,冉,tender; weak; proceed gradually,general,GB,GB,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
臣,2235,2284,,true,臣,"minister, statesman, official; Kangxi radical 131",general,SLSL,SL,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
舌,2236,2285,,true,舌,tongue; clapper of bell; Kangxi radical 135,general,HJR,HR,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
吟,2237,2286,,true,吟,"sing, hum; recite; type of poetry",general,ROIN,RN,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
盯,2238,2287,,true,盯,"rivet gaze upon, keep eyes on",general,BUMN,BN,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
巡,2239,2288,,true,巡,"patrol, go on circuit, cruise",actions,YVVV,YV,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
乖,2240,2289,,true,乖,"rebel; crafty, shrewd",general,HJLP,HP,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
奉,2241,2290,,true,奉,offer; receive; serve; respect,general,QKQ,QQ,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
宗,2242,2291,,true,宗,"lineage, ancestry; ancestor, clan",general,JMMF,JF,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
盼,2243,2293,,true,盼,"look, gaze; expect, hope for",general,BUCSH,BH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
屑,2244,2294,,true,屑,"bits, scraps, crumbs, fragments",general,SFB,SB,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
泰,2245,2295,,true,泰,"great, exalted, superior; big; hexagram ䷊",general,QKE,QE,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
匙,2246,2296,,true,匙,spoon; surname,people,AOP,AP,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
曼,2247,2297,,true,曼,"long, extended, vast; beautiful",general,AWLE,AE,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
啞,2248,2298,,true,啞,"dumb, mute; become hoarse",general,RMLM,RM,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
掩,2249,2299,,true,掩,"to cover (with the hand); shut, conceal; ambush",general,QKLU,QU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
斬,2250,2300,,true,斬,"cut, chop, sever; behead",general,JJHML,JL,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
荸,2251,2301,,true,荸,water chestnut,nature,TJBD,TD,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
欺,2252,2302,,true,欺,"cheat, double-cross, deceive",general,TCNO,TO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
湃,2253,2303,,true,湃,sound of waves; turbulent,general,EHQJ,EJ,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
琪,2254,2304,,true,琪,type of jade,general,MGTMC,MC,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鈍,2255,2305,,true,鈍,"blunt, obtuse; dull; flat; dull-witted",general,CPU,CU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
匯,2256,2306,,true,匯,"a concourse; to flow together, gather together; (same as 滙) to remit money",general,SEOG,SG,2,source-attested-unreviewed,⿷,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
賈,2257,2307,,true,賈,"surname; merchant; buy, trade",people,MWBUC,MC,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
凳,2258,2308,,true,凳,bench; stool,general,NTHN,NN,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
漾,2259,2309,,true,漾,"overflow; swirl, ripple; to be tossed by waves",general,ETGE,EE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
漲,2260,2310,,true,漲,rise in price,general,ENSV,EV,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
監,2261,2311,,true,監,"supervise, control, direct",general,SIBT,ST,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
褂,2262,2312,,true,褂,"jacket, overcoat, coat; gown",general,LGGY,LY,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辣,2263,2313,,true,辣,"peppery, pungent, hot; cruel",general,YJDL,YL,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
慕,2264,2314,,true,慕,"long for, desire; admire",general,TAKP,TP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
撈,2265,2315,,true,撈,"scoop out of water; dredge, fish",nature,QFFS,QS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
澎,2266,2316,,true,澎,splatter,general,EGTH,EH,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
碾,2267,2317,,true,碾,"roller, crush; roll",general,MRSTV,MV,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
憑,2268,2318,,true,憑,"lean on, depend on, rely on",general,IFP,IP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
曆,2269,2319,,true,曆,"calendar, era",general,MHDA,MA,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
艘,2270,2320,,true,艘,"counter for ships, vessels",general,HYHXE,HE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
錫,2271,2321,,true,錫,"tin (element 50, Sn); bestow, confer",general,CAPH,CH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
療,2272,2322,,true,療,"be healed, cured, recover",general,KKCF,KF,4,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
縱,2273,2323,,true,縱,"indulge in, give free reign to",actions,VFHOO,VO,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
聳,2274,2324,,true,聳,"urge on; rise up; stir, excite; to raise up; lofty",general,HOSJ,HJ,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
謊,2275,2325,,true,謊,lie,general,YRTYU,YU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嬸,2276,2326,,true,嬸,wife of father's younger brother,people,VJHW,VW,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鞭,2277,2328,,true,鞭,whip; whip; string of firecrackers,general,TJOMK,TK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
魏,2278,2329,,true,魏,kingdom of Wei; surname,people,HVHUI,HI,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鯉,2279,2330,,true,鯉,carp,general,NFWG,NG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
韻,2280,2331,,true,韻,rhyme; vowel,general,YARBC,YC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
櫻,2281,2332,,true,櫻,"cherry, cherry blossom",general,DBCV,DV,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
戀,2282,2333,,true,戀,"love; long for, yearn for; love",general,VFP,VP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
竊,2283,2334,,true,竊,"secretly, stealthily; steal; thief",general,JCHDB,JB,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鑰,2284,2335,,true,鑰,key; lock,general,COMB,CB,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
凶,2285,2337,,true,凶,"culprit; murder; bad, sad",general,UK,UK,2,source-attested-unreviewed,⿶,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
犬,2286,2338,,true,犬,dog; radical number 94,numbers,IK,IK,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
仗,2287,2339,,true,仗,"rely upon; protector; fight; war, weaponry",general,OJK,OK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
申,2288,2340,,true,申,"to state to a superior, report; extend; ninth earthly branch",general,LWL,LL,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
奸,2289,2341,,true,奸,"crafty, villainous, false",general,VMJ,VJ,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
卸,2290,2342,,true,卸,lay down; retire from office,general,OMSL,OL,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
拆,2291,2343,,true,拆,"to break up, split apart, rip open; to destroy",general,QHMY,QY,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
旺,2292,2344,,true,旺,prosper; prosperous; increase,general,AMG,AG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
沾,2293,2345,,true,沾,"moisten, wet, soak; touch",general,EYR,ER,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
炒,2294,2346,,true,炒,"fry, saute, roast, boil, cook",general,FFH,FH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
勉,2295,2348,,true,勉,"endeavor, make effort; urge",actions,NUKS,NS,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
哇,2296,2349,,true,哇,vomit; cry of an infant,general,RGG,RG,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
屍,2297,2350,,true,屍,"corpse, carcass",general,SMNP,SP,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
躬,2298,2351,,true,躬,"body; personally, in person",people,HHN,HN,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
兜,2299,2352,,true,兜,pouch,general,HSHU,HU,2,source-attested-unreviewed,⿶,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
痕,2300,2353,,true,痕,scar; mark; trace,general,KAV,KV,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
彪,2301,2354,,true,彪,tiger; tiger stripes; tiger-like,general,YNHHH,YH,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
揍,2302,2355,,true,揍,"hit, beat; smash, break",general,QQKK,QK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
猩,2303,2357,,true,猩,species of orangutan,general,KHAHM,KM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
絢,2304,2358,,true,絢,"variegated, adorned; brilliant",general,VFPA,VA,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
腕,2305,2359,,true,腕,wrist,general,BJNU,BU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
脹,2306,2360,,true,脹,"swell, inflate, expand",general,BSMV,BV,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
萌,2307,2361,,true,萌,"bud, sprout",general,TAB,TB,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
惹,2308,2362,,true,惹,"irritate, vex, offend, incite",general,TKRP,TP,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
愧,2309,2363,,true,愧,"ashamed, conscience-stricken",general,PHUI,PI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
搔,2310,2364,,true,搔,to scratch,general,QEII,QI,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
碑,2311,2365,,true,碑,stone tablet; gravestone,general,MRHWJ,MJ,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
粵,2312,2366,,true,粵,Guangdong and Guangxi provinces; initial particle,general,HWMVS,HS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嘟,2313,2367,,true,嘟,sound of horn tooting,general,RJAL,RL,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
墊,2314,2368,,true,墊,"advance money, pay for another",general,GIG,GG,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
榕,2315,2369,,true,榕,banyan tree,general,DJCR,DR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
瑪,2316,2370,,true,瑪,agate; cornelian,general,MGSQF,MF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
罰,2317,2371,,true,罰,"penalty, fine; punish, penalize",general,WLYRN,WN,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
